Id,mean_exam_points
10000,50.97904900120158
10001,65.55528065530096
10002,59.41733269612131
10003,89.40126268183394
10004,90.18873331304891
10005,52.276191634829004
10006,54.28474250880226
10007,51.56829564076533
10008,62.662591970174425
10009,76.23724641866328
10010,51.021753662124794
10011,57.80979415207593
10012,56.20261103402938
10013,81.33102113848872
10014,64.04455019778545
10015,67.2083979706013
10016,86.6687839813241
10017,51.541848907983336
10018,53.6134676401839
10019,51.19550976048402
10020,75.25821215307681
10021,63.17622743838972
10022,70.39961350945201
10023,52.03150009608821
10024,52.90726649750155
10025,76.1613862091812
10026,57.32975800557164
10027,51.78969571068148
10028,59.472297255231965
10029,53.498866940563566
10030,68.22527617732722
10031,53.023844758454814
10032,60.73997135234309
10033,51.60241211123324
10034,60.182387591343925
10035,67.9518716711262
10036,53.511518385226765
10037,75.78786774320682
10038,57.56179809964924
10039,87.86683899729661
10040,87.85113207708112
10041,66.38086824003209
10042,62.98135929033233
10043,58.2127181141005
10044,57.771571707463025
10045,57.3563433836371
10046,60.47044274312487
10047,59.42379247376455
10048,66.64210041686569
10049,81.48279378412926
10050,59.0490100959033
10051,91.41114050816019
10052,51.682679559670305
10053,61.867093017198144
10054,53.802144121221346
10055,49.83325765797963
10056,69.64195849761518
10057,50.79228415226084
10058,68.51239122336561
10059,73.58678170850791
10060,64.82034490557459
10061,53.30761987531249
10062,52.00981828956813
10063,50.03625961889509
10064,63.145783380636054
10065,50.777062123384006
10066,54.89861778126507
10067,81.40252633569219
10068,56.90226508369293
10069,53.07904691444733
10070,67.98583619986384
10071,58.581040714318505
10072,50.773172929954384
10073,51.96637969917265
10074,70.8623141124648
10075,58.494972440355134
10076,67.80140433825484
10077,58.84550242748268
10078,66.08378272639426
10079,75.72875211887524
10080,59.2917900025474
10081,53.479132181634995
10082,82.81812274189265
10083,69.0603904565056
10084,61.91948699209517
10085,54.74002993198245
10086,79.81083335714577
10087,77.29101541778378
10088,54.115770272951984
10089,83.53593942997381
10090,50.9433228684291
10091,55.865000602188324
10092,52.98239277751135
10093,68.86292121049316
10094,71.09145375676151
10095,61.20036629412633
10096,88.37729625908925
10097,69.24844340092092
10098,82.1675812309148
10099,51.7586669731841
10100,82.94171494649144
10101,53.36877610144311
10102,57.59613135083251
10103,69.44160209826867
10104,61.854441572534945
10105,58.12015464699907
10106,52.08171432826526
10107,49.43846750881312
10108,63.538283775621046
10109,54.911269225928265
10110,53.7764649897296
10111,55.007343382985866
10112,69.58461249267562
10113,56.84367944177595
10114,59.041286406373196
10115,75.41255538293098
10116,55.10640548460895
10117,78.24019864849728
10118,59.77043326746249
10119,55.44003940764483
10120,64.07697181687205
10121,58.72110202103838
10122,83.25795053931412
10123,52.94805952632808
10124,61.78036579111784
10125,72.69747221518597
10126,56.616542919243734
10127,57.983248604236536
10128,52.88228017729558
10129,51.42078843071975
10130,67.58485438367735
10131,58.414046039801136
10132,58.72378299810216
10133,73.69456720448618
10134,78.51474122211104
10135,81.57442458175495
10136,72.71678491389736
10137,51.71082114383362
10138,81.73394510051328
10139,64.13127742386577
10140,59.78881056029666
10141,64.45880699525725
10142,75.29071957531282
10143,61.15789923008499
10144,54.24586111207244
10145,51.24476339434551
10146,66.58608535916234
10147,52.770983991361135
10148,58.994494307654364
10149,58.66607308901748
10150,84.8547846862878
10151,69.14478469525415
10152,83.38158160079134
10153,63.86101488517528
10154,61.92567865911513
10155,69.67583653439456
10156,52.52991353542668
10157,59.41371161331497
10158,58.878126227956315
10159,59.86876143961329
10160,55.4052004489564
10161,67.49166737995381
10162,56.15305575396927
10163,50.495198638623016
10164,64.42190315986034
10165,79.36006356577072
10166,76.01423668644256
10167,66.91545158529519
10168,78.20875255064807
10169,53.24514503996589
10170,51.39034437296609
10171,51.36866256644601
10172,58.196494045128105
10173,63.47463156124353
10174,57.831475958596
10175,52.07486370912836
10176,64.08145403318237
10177,66.70918643822495
10178,56.93659833487621
10179,57.10168137729688
10180,72.81491160964322
10181,51.923091063487824
10182,70.0681947446309
10183,61.90399685259505
10184,77.63883391410613
10185,64.40793310598114
10186,53.52506637888877
10187,85.7865661454045
10188,50.863521238841024
10189,67.18025638643797
10190,81.48341732075137
10191,57.236609858726496
10192,73.9790012734608
10193,79.36124126839513
10194,76.54079170994434
10195,76.87310702376425
10196,51.90397984118138
10197,55.425172804766845
10198,54.8700999549364
10199,61.867093017198144
10200,51.303617146885784
10201,51.08679908168502
10202,59.96365789404646
10203,70.06389389354113
10204,69.37853424004138
10205,56.77388369528211
10206,56.21614880463492
10207,71.62808964071287
10208,76.26826023323883
10209,52.005929096138516
10210,86.4992270657301
10211,74.16542373940504
10212,67.03015777601226
10213,77.06088695580289
10214,57.24633529317723
10215,58.624404327358654
10216,67.22529403469295
10217,57.580324642211956
10218,62.669051747817676
10219,58.435081485668974
10220,55.803844376057704
10221,52.12441898918848
10222,63.1244032203146
10223,59.286191358408146
10224,83.08025146772506
10225,65.89510624535681
10226,49.726522660594064
10227,55.260748714463105
10228,52.64906238059356
10229,50.66865309078362
10230,75.6268028639181
10231,73.5735067272226
10232,57.93085462933951
10233,62.62120591846719
10234,82.37829494447116
10235,57.31395129695109
10236,51.13273327893881
10237,58.12599088802019
10238,54.23966944505248
10239,77.5035869836366
10240,66.75050944946607
10241,84.4809424141691
10242,53.03478675240838
10243,51.9087447674433
10244,58.97420038501394
10245,67.30299089891638
10246,61.30600079545541
10247,86.8510006847183
10248,60.01150372339695
10249,72.97933569994696
10250,73.98577762022447
10251,52.82442846485086
10252,60.93142236465184
10253,75.43061610664472
10254,51.838934421621154
10255,53.968545772858
10256,60.27457255497192
10257,68.79787579093293
10258,51.74858611273453
10259,62.08002188896929
10260,59.15095935086043
10261,75.7963681226491
10262,54.83492450649616
10263,73.2654792196312
10264,55.74693767110895
10265,51.62857613406364
10266,53.35612465677991
10267,75.85495376456608
10268,81.65624823628985
10269,75.94919126688234
10270,80.27234296108732
10271,52.25433506254853
10272,52.10457383740976
10273,69.04319086629584
10274,55.40349099824677
10275,59.677514374362225
10276,53.48726599449306
10277,78.40037811937258
10278,66.62041861034561
10279,63.12667215832962
10280,64.21925662494371
10281,77.2310368942776
10282,52.37194922276618
10283,79.45127300816134
10284,63.06478200272673
10285,52.32858560972603
10286,59.90256470838197
10287,59.14926449947911
10288,58.91891925678284
10289,68.41663363542844
10290,84.0495735953076
10291,52.13175449966402
10292,52.64089315224068
10293,51.23020031758561
10294,81.71226329399322
10295,51.208518511065535
10296,55.60481892394741
10297,66.59873680382555
10298,60.00840315676872
10299,61.93213843675837
10300,55.63553109232436
10301,68.01748847398333
10302,68.06415660070938
10303,49.37599267346652
10304,87.49153631260188
10305,67.62821799671751
10306,54.187275470155456
10307,78.96808159769971
10308,57.952536435859585
10309,52.952909318073246
10310,61.4378010852855
10311,61.62240147845735
10312,59.436585721787786
10313,85.81470772956783
10314,59.09237370894345
10315,81.64102620741302
