Id,mean_exam_points
10000,55.4327731092437
10001,55.42857142857143
10002,51.333333333333336
10003,89.33333333333333
10004,89.1
10005,62.6551724137931
10006,39.333333333333336
10007,51.857142857142854
10008,59.35294117647059
10009,79.66666666666667
10010,52.31496062992126
10011,61.333333333333336
10012,55.5
10013,81.44444444444444
10014,64.56818181818181
10015,64.9375
10016,92.0
10017,55.4327731092437
10018,54.9
10019,55.4327731092437
10020,79.66666666666667
10021,66.4
10022,62.0
10023,63.8780487804878
10024,54.9
10025,81.76470588235294
10026,59.904761904761905
10027,51.857142857142854
10028,55.81818181818182
10029,50.15384615384615
10030,73.0
10031,58.653333333333336
10032,49.1
10033,52.31496062992126
10034,48.42857142857143
10035,69.97540983606558
10036,54.9
10037,75.57142857142857
10038,59.904761904761905
10039,91.1
10040,91.33333333333333
10041,62.0919540229885
10042,61.05263157894737
10043,67.0
10044,54.333333333333336
10045,51.42205323193917
10046,43.857142857142854
10047,42.2
10048,61.96875
10049,81.44444444444444
10050,46.333333333333336
10051,91.33333333333333
10052,55.4327731092437
10053,54.29752066115702
10054,54.9
10055,59.611111111111114
10056,73.66666666666667
10057,55.4327731092437
10058,62.0919540229885
10059,71.03125
10060,64.56818181818181
10061,61.54545454545455
10062,63.8780487804878
10063,55.4327731092437
10064,59.35294117647059
10065,54.62222222222222
10066,51.42205323193917
10067,76.0
10068,58.27450980392157
10069,59.611111111111114
10070,62.0919540229885
10071,57.02857142857143
10072,55.4327731092437
10073,52.872727272727275
10074,69.74285714285715
10075,60.146341463414636
10076,69.97540983606558
10077,60.146341463414636
10078,62.0919540229885
10079,78.6470588235294
10080,58.6
10081,59.611111111111114
10082,82.1
10083,71.125
10084,55.75
10085,59.36029411764706
10086,83.8125
10087,78.6470588235294
10088,41.78
10089,87.14285714285714
10090,52.872727272727275
10091,51.42205323193917
10092,59.6025641025641
10093,71.375
10094,72.0
10095,56.4
10096,89.1
10097,71.375
10098,89.0
10099,55.4327731092437
10100,85.3225806451613
10101,54.9
10102,57.8
10103,69.73684210526316
10104,55.75
10105,57.25
10106,55.4327731092437
10107,55.4327731092437
10108,54.29752066115702
10109,48.388888888888886
10110,63.333333333333336
10111,48.388888888888886
10112,69.74285714285715
10113,58.27450980392157
10114,52.333333333333336
10115,78.6470588235294
10116,51.42205323193917
